"customer_id","recency","frequency","monetary","segment"
"494","423.585688136518","4","5319.49","Loyal"
"495","94.585688136518","3","4632","Loyal"
"496","7.585688136518002","5","6990.2699999999995","High Value"
"497","341.585688136518","1","521.6","At Risk"
"498","276.585688136518","5","6046.71","High Value"
"499","141.585688136518","4","4317.26","Loyal"
"500","484.585688136518","5","5760.58","High Value"
"501","197.585688136518","2","5171.9400000000005","At Risk"
"502","312.585688136518","5","9659.35","High Value"
"503","372.585688136518","4","9985.65","Loyal"
"504","120.585688136518","6","9676.560000000001","High Value"
"505","50.585688136518","5","5518.53","High Value"
"506","41.585688136518","4","4092.63","Loyal"
"507","309.585688136518","4","5407.43","Loyal"
"508","405.585688136518","2","1805.8700000000001","At Risk"
"509","28.585688136518","2","1359.29","Low Value"
"510","9.585688136518002","4","6403.38","Loyal"
"511","69.585688136518","6","9739.789999999999","High Value"
"512","7.585688136518002","7","13818.47","High Value"
"513","124.585688136518","3","5147.87","Loyal"
"514","351.585688136518","3","8166.72","Loyal"
"515","640.585688136518","2","628.8","At Risk"
"516","597.585688136518","4","5068.29","Loyal"
"517","22.585688136518","3","5860.29","Loyal"
"518","258.585688136518","5","7285.88","High Value"
"519","70.585688136518","7","10208.14","High Value"
"520","1011.585688136518","1","1274.81","At Risk"
"521","571.585688136518","3","5896.79","Loyal"
"522","441.585688136518","2","3449.87","At Risk"
"523","381.585688136518","4","8033.22","Loyal"
"524","184.585688136518","3","4778.51","Loyal"
"525","4.585688136518002","5","10437.55","High Value"
"527","583.585688136518","3","2877.04","Loyal"
"528","43.585688136518","5","6105.91","High Value"
"529","145.585688136518","6","6551.91","High Value"
"530","417.585688136518","2","4758.82","At Risk"
"531","453.585688136518","3","5069.05","Loyal"
"532","181.585688136518","4","6441.3099999999995","Loyal"
"533","148.585688136518","4","5200.889999999999","Loyal"
"534","367.585688136518","2","3225.63","At Risk"
"535","151.585688136518","4","6034.08","Loyal"
"536","262.585688136518","2","3527.02","At Risk"
"537","923.585688136518","1","67.88","At Risk"
"538","78.585688136518","3","2572.4300000000003","Loyal"
"539","76.585688136518","7","10350.2","High Value"
"540","208.585688136518","2","2239.83","At Risk"
"541","159.585688136518","9","12720.39","High Value"
"542","420.585688136518","4","3208","Loyal"
"543","504.585688136518","4","7415.76","Loyal"
"545","48.585688136518","5","7878.27","High Value"
"546","45.585688136518","3","2167.82","Loyal"
"547","57.585688136518","4","3104.28","Loyal"
"548","805.585688136518","1","2815.52","At Risk"
"549","74.585688136518","4","7539.51","Loyal"
"550","71.585688136518","4","9133.69","Loyal"
"551","71.585688136518","4","7357.91","Loyal"
"552","129.585688136518","5","6951.7300000000005","High Value"
"553","79.585688136518","4","6853.05","Loyal"
"554","168.585688136518","4","5711.16","Loyal"
"555","158.585688136518","5","8247.77","High Value"
"556","56.585688136518","5","4581.01","High Value"
"557","6.585688136518002","3","2254.05","Loyal"
"558","234.585688136518","5","6266.5599999999995","High Value"
"559","268.585688136518","2","4438.0199999999995","At Risk"
"560","206.585688136518","3","6816.09","Loyal"
"561","125.585688136518","2","5130.13","At Risk"
"562","802.585688136518","4","7576.75","Loyal"
"563","626.585688136518","1","2787.05","At Risk"
"564","110.585688136518","4","4831.25","Loyal"
"565","247.585688136518","2","2833.1099999999997","At Risk"
"566","129.585688136518","2","1190.7","At Risk"
"567","380.585688136518","3","3892.2999999999997","Loyal"
"568","625.585688136518","1","540.84","At Risk"
"569","188.585688136518","1","2764.56","At Risk"
"570","79.585688136518","5","6666.450000000001","High Value"
"571","352.585688136518","2","2835.44","At Risk"
"572","413.585688136518","4","6455.78","Loyal"
"573","15.585688136518002","4","5863.69","Loyal"
"574","236.585688136518","2","2418.45","At Risk"
"575","122.585688136518","2","3787.26","At Risk"
"576","382.585688136518","5","8617.58","High Value"
"577","49.585688136518","3","3757.64","Loyal"
"578","690.585688136518","2","3219.8199999999997","At Risk"
"579","82.585688136518","4","5064.4","Loyal"
"580","203.585688136518","5","7023.74","High Value"
"581","39.585688136518","3","4023.1800000000003","Loyal"
"582","215.585688136518","5","4352.92","High Value"
"583","174.585688136518","5","10717.52","High Value"
"584","279.585688136518","3","6993.29","Loyal"
"585","418.585688136518","1","2983.19","At Risk"
"586","802.585688136518","1","1558.98","At Risk"
"587","238.585688136518","7","11493.68","High Value"
"588","327.585688136518","2","3598.6800000000003","At Risk"
"589","387.585688136518","2","1525.87","At Risk"
"590","337.585688136518","5","5211.22","High Value"
"591","249.585688136518","3","3931.81","Loyal"
"592","136.585688136518","3","4965.91","Loyal"
"593","495.585688136518","3","2174.6","Loyal"
"594","79.585688136518","2","2990.5","Low Value"
"595","87.585688136518","3","7169.83","Loyal"
"596","212.585688136518","4","8771.17","Loyal"
"597","365.585688136518","3","3771.03","Loyal"
"598","690.585688136518","1","1204.18","At Risk"
"599","195.585688136518","3","3137.9","Loyal"
"600","23.585688136518","4","5218.4800000000005","Loyal"
"601","79.585688136518","6","11552.35","High Value"
"602","382.585688136518","3","3500.97","Loyal"
"603","316.585688136518","5","6856.44","High Value"
"604","11.585688136518002","5","8535.54","High Value"
"605","269.585688136518","5","9513.699999999999","High Value"
"606","151.585688136518","3","4901.8","Loyal"
"607","515.585688136518","3","3252.43","Loyal"
"608","36.585688136518","3","2953.65","Loyal"
"609","123.585688136518","7","10605.95","High Value"
"610","123.585688136518","4","6721.52","Loyal"
"611","160.585688136518","2","2507.2400000000002","At Risk"
"612","471.585688136518","2","3219.67","At Risk"
"613","78.585688136518","4","4667.43","Loyal"
"614","129.585688136518","2","2665.93","At Risk"
"615","15.585688136518002","4","8003.27","Loyal"
"616","157.585688136518","6","7338.82","High Value"
"617","535.585688136518","2","2493.18","At Risk"
"618","28.585688136518","2","3204.6800000000003","Low Value"
"619","155.585688136518","4","3332.48","Loyal"
