"order_item_id","order_id","product_id","quantity","price"
"114","52","63","3","1410.66"
"115","52","10","2","1605.62"
"116","53","51","3","798.15"
"117","53","156","5","115.82"
"118","54","15","4","673.86"
"119","54","120","5","496.56"
"120","54","179","1","829.24"
"121","55","177","2","331.67"
"122","55","45","5","507.72"
"123","55","154","5","1076.81"
"124","56","140","3","1863.44"
"125","57","119","4","1980.77"
"126","57","167","5","1852.53"
"127","57","87","1","1010.94"
"128","58","157","4","1783.81"
"129","58","145","1","1197.73"
"130","59","155","5","421.08"
"131","59","118","5","1860.07"
"132","59","49","1","1723.91"
"133","60","191","4","859.62"
"134","60","129","4","1520.81"
"135","60","191","3","1412.84"
"136","61","157","5","1757.06"
"137","61","125","4","612.56"
"138","62","51","4","552.67"
"139","63","6","2","1211.39"
"140","64","105","2","150.9"
"141","64","8","5","1386.79"
"142","65","37","2","1317.69"
"143","66","180","1","1256.15"
"144","66","16","2","1640.73"
"145","67","84","1","1281.17"
"146","68","184","1","1850.82"
"147","68","91","4","873.01"
"148","68","42","1","1396.68"
"149","69","59","3","102.12"
"150","69","115","1","89.39"
"151","70","89","2","569.21"
"152","71","96","4","737.85"
"153","71","1","5","542.2"
"154","71","63","1","1446.21"
"155","72","160","3","190.03"
"156","72","199","5","153.06"
"157","73","156","2","1514.28"
"158","74","148","5","1292.92"
"159","74","110","1","919.35"
"160","75","28","4","492.08"
"161","75","99","2","1886.9"
"162","75","136","2","791.9"
"163","76","140","2","1417.32"
"164","76","87","4","563.43"
"165","77","17","3","753.97"
"166","77","182","5","1646.4"
"167","78","135","5","412.75"
"168","78","104","3","610.47"
"169","78","59","1","1814.43"
"170","79","27","5","982.28"
"171","79","84","4","1419.75"
"172","79","52","2","1907.69"
"173","80","46","1","558.59"
"174","81","43","3","309.81"
"175","82","147","4","1455.59"
"176","82","106","1","779.05"
"177","82","93","3","1240.79"
"178","83","50","2","1035.69"
"179","83","137","4","1677.78"
"180","83","53","2","1825"
"181","84","1","4","1325.34"
"182","84","12","4","277.32"
"183","84","37","4","1668.64"
"184","85","67","5","1803.45"
"185","86","77","4","587.38"
"186","86","200","3","488.53"
"187","87","137","4","1102.83"
"188","88","153","5","409.51"
"189","88","172","3","381.62"
"190","88","1","3","1225.43"
"191","89","52","4","1460.3"
"192","89","123","3","360.56"
"193","90","77","2","367.36"
"194","90","111","1","805.6"
"195","90","120","2","880.43"
"196","91","72","1","38.58"
"197","92","107","5","618.83"
"198","92","85","4","782.52"
"199","93","15","4","1609.3"
"200","93","119","1","158.13"
"201","93","62","3","799.88"
"202","94","96","3","1591.01"
"203","94","154","4","154.88"
"204","94","147","5","604.86"
"205","95","58","4","786.08"
"206","95","106","5","1149.34"
"207","95","167","2","41.11"
"208","96","79","1","428.47"
"209","97","70","4","959.39"
"210","97","150","5","86.14"
"211","98","154","3","1289.39"
"212","98","37","2","57.3"
"213","98","172","1","1415.27"
"214","99","50","3","159.99"
"215","99","44","3","524.49"
"216","100","70","2","1554.06"
"217","101","51","4","406.98"
"218","101","134","2","889.48"
"219","102","37","3","1991.26"
"220","102","21","5","772.17"
"221","102","60","2","586.21"
"222","103","83","4","1319.53"
"223","103","84","5","1378.07"
"224","104","38","4","1447.01"
"225","105","106","2","400.13"
"226","106","159","3","125.23"
"227","107","97","4","950.88"
"228","107","137","5","930.82"
"229","107","99","4","1089.95"
"230","108","74","2","56.83"
"231","109","31","1","1606.65"
"232","110","92","4","268.34"
"233","110","26","5","878.69"
"234","110","178","3","482.6"
"235","111","64","1","878.64"
"236","111","89","4","307.58"
"237","112","70","5","695.5"
"238","112","144","2","1721.31"
"239","112","189","3","1923.44"
"240","113","46","5","939.52"
"241","114","132","5","1758.04"
"242","114","37","5","1365.66"
"243","115","41","2","183.97"
"244","115","105","2","1355.4"
"245","115","157","5","327.36"
"246","116","121","4","955.82"
"247","117","87","1","609.51"
"248","118","80","3","555.44"
"249","118","59","4","233.34"
"250","119","106","5","996.58"
"251","120","27","2","1403.47"
"252","120","173","1","1823.62"
"253","121","137","2","1230.2"
"254","121","59","5","1966.77"
"255","121","87","1","746.31"
"256","122","119","4","1317.1"
"257","122","142","3","1650.98"
"258","122","140","4","1385.55"
"259","123","65","5","1073.75"
"260","123","124","1","1413.87"
"261","124","87","2","690.29"
"262","124","42","5","45.86"
"263","124","122","4","1717.81"
"264","125","129","1","1846.25"
"265","125","12","2","352.99"
"266","126","123","2","1163.8"
"267","126","130","5","1464.61"
"268","126","80","4","157.3"
"269","127","33","2","164.38"
"270","127","131","5","650.22"
"271","127","84","1","48.65"
"272","128","140","1","1720.89"
"273","129","105","5","1932.37"
"274","129","167","3","376.62"
"275","130","194","3","1676.48"
"276","130","112","1","1970.35"
"277","131","12","2","50.23"
"278","131","42","1","1863.33"
"279","132","181","4","588.18"
"280","132","67","4","183.87"
"281","132","97","5","438.34"
"282","133","89","3","1397.41"
"283","133","40","5","1772.23"
"284","134","175","3","633.86"
"285","134","116","3","718.31"
"286","135","109","4","1016.23"
"287","135","62","4","1773.69"
"288","135","74","2","213.58"
"289","136","48","1","1170.65"
"290","136","166","1","1298.47"
"291","136","26","4","240.92"
"292","137","189","2","30.65"
"293","137","45","5","1228.76"
"294","137","93","4","1929.69"
"295","138","2","1","1507.21"
"296","138","42","2","886.68"
"297","138","4","1","241.31"
"298","139","80","5","101.57"
"299","139","136","2","755.86"
"300","140","127","3","1896.41"
"301","140","184","5","1971.69"
"302","140","44","1","819.79"
"303","141","92","3","409.25"
"304","141","84","3","1806.09"
"305","142","102","4","881.01"
"306","142","195","2","1513.05"
"307","143","127","2","471.31"
"308","143","72","5","993.21"
"309","143","176","1","701.32"
"310","144","121","3","1353.03"
"311","144","142","5","703.25"
"312","144","197","2","422.69"
"313","145","26","2","1057.51"
"314","145","51","1","405.09"
"315","145","16","1","1430.29"
"316","146","21","3","1859.46"
"317","147","163","1","955.29"
"318","147","13","4","231.85"
"319","148","161","3","294.39"
"320","149","108","3","830.68"
"321","149","70","5","325.4"
"322","149","39","1","1352.49"
"323","150","160","3","1403.3"
"324","150","78","2","414.05"
"325","150","101","5","1277.09"
"326","151","126","3","569.54"
"327","151","83","5","874.93"
"328","151","87","2","1797.93"
"329","152","35","5","1149.9"
"330","152","105","4","683.54"
"331","153","158","2","1475.57"
"332","154","142","5","98.23"
"333","154","46","2","289.94"
"334","154","99","4","61.33"
"335","155","17","3","1585.51"
"336","156","6","3","471.68"
"337","156","140","4","562.07"
"338","156","80","3","1612.09"
"339","157","44","4","1941.2"
"340","158","125","3","665.41"
"341","159","197","2","472.88"
"342","160","184","2","286.49"
"343","161","59","4","1530.15"
"344","161","44","1","730.21"
"345","161","145","3","1268.42"
"346","162","5","1","557.58"
"347","163","106","2","523.3"
"348","163","2","1","820.39"
"349","164","150","3","178.18"
"350","164","30","4","61.65"
"351","165","119","5","1701.55"
"352","165","167","3","1533.05"
"353","166","127","4","551.73"
"354","166","78","3","1879.42"
"355","166","29","2","1618.47"
"356","167","156","5","1230.5"
"357","167","136","2","974.62"
"358","168","185","4","217.3"
"359","168","78","2","1802.29"
"360","169","28","3","1920.32"
"361","169","165","5","1307.99"
"362","169","44","1","721.35"
"363","170","111","2","852.18"
"364","170","90","4","141.36"
"365","171","123","5","506.71"
"366","171","166","5","999.87"
"367","171","39","4","1370.65"
"368","172","44","1","1822.64"
"369","173","102","1","872.47"
"370","173","200","2","1846.04"
"371","173","176","5","1635.31"
"372","174","78","4","677.41"
"373","174","121","3","1793.96"
"374","175","189","1","1210.15"
"375","176","30","1","980.64"
"376","176","174","3","665.21"
"377","177","86","2","98.78"
"378","177","38","1","1995.04"
"379","177","118","2","924.7"
"380","178","30","1","1646.44"
"381","178","10","4","668.43"
"382","179","120","2","1254.39"
"383","180","89","5","1684.5"
"384","180","112","1","717.74"
"385","180","124","1","140.92"
"386","181","200","5","380.99"
"387","182","27","4","1932.19"
"388","183","11","1","463.98"
"389","184","167","2","886.41"
"390","184","191","4","1692.98"
"391","185","184","1","1509.9"
"392","185","140","1","1110.04"
"393","185","20","4","365.5"
"394","186","27","1","1486.14"
"395","186","126","2","127.68"
"396","186","189","2","1106.72"
"397","187","127","5","31.65"
"398","187","57","4","1442.28"
"399","188","165","3","1782.8"
"400","188","1","4","389.2"
"401","189","132","5","1494.47"
"402","190","21","1","1182.31"
"403","191","48","2","177.5"
"404","192","121","1","1054.89"
"405","192","90","1","1952.2"
"406","192","59","3","1960.94"
"407","193","14","4","952.77"
"408","194","126","2","569.89"
"409","194","132","5","1283.99"
"410","195","6","2","1103.23"
"411","195","151","2","881.35"
"412","196","35","2","99.94"
"413","196","86","4","958.48"
"414","196","156","2","1668.88"
"415","197","164","4","188.56"
"416","197","113","4","1271.52"
"417","198","136","1","776.99"
"418","199","116","2","755.87"
"419","200","13","1","253.75"
"420","200","13","4","1218.09"
"421","201","69","4","556.7"
"422","201","87","1","389.85"
"423","201","1","4","1187.84"
"424","202","200","3","1399.29"
"425","202","140","5","540.26"
"426","203","141","3","1110.09"
"427","204","134","1","1260.5"
"428","205","110","2","1316.36"
"429","205","115","2","126.48"
"430","206","27","4","171.51"
"431","206","50","1","814.25"
"432","207","70","2","268.87"
"433","208","104","3","1593"
"434","209","88","4","1030.39"
"435","209","27","3","238.23"
"436","209","116","1","484.72"
"437","210","109","4","988.35"
"438","210","174","4","558.8"
"439","210","161","3","209.89"
"440","211","62","1","864.15"
"441","211","19","4","1632.41"
"442","211","150","4","1159.7"
"443","212","21","2","577.7"
"444","213","167","1","304.09"
"445","214","95","2","1960.98"
"446","214","122","2","1839.5"
"447","215","111","5","585.02"
"448","216","164","3","83.1"
"449","216","77","4","1803.84"
"450","217","134","5","372.79"
"451","217","192","2","507.4"
"452","217","53","4","1972.43"
"453","218","51","4","1782.71"
"454","219","185","5","1119.38"
"455","219","3","4","706.9"
"456","219","153","3","865.13"
"457","220","61","4","190.3"
"458","220","1","5","705.46"
"459","221","59","4","1938.59"
"460","221","197","1","687.66"
"461","222","136","3","339.69"
"462","222","163","4","1202.63"
"463","222","82","1","1884.15"
"464","223","92","5","476.12"
"465","224","129","1","259.64"
"466","224","34","2","1800.26"
"467","224","83","4","1124.44"
"468","225","138","3","1151.05"
"469","226","67","3","824.66"
"470","226","1","4","694.77"
"471","227","66","3","1993.25"
"472","228","24","2","1393.02"
"473","228","32","2","913.74"
"474","229","15","3","1239.92"
"475","230","193","3","1999.59"
"476","230","143","2","1017.32"
"477","230","153","1","189.86"
"478","231","150","2","803.93"
"479","231","154","5","1626.26"
"480","231","196","2","1235.74"
"481","232","101","5","23.35"
"482","233","170","1","1757.32"
"483","233","94","3","1983.58"
"484","233","179","1","1398.83"
"485","234","34","2","1481.67"
"486","234","128","3","1021.41"
"487","234","186","2","1930.59"
"488","235","25","5","653.98"
"489","236","30","5","564.4"
"490","237","166","3","725.55"
"491","237","151","3","1467.98"
"492","238","153","4","1965.1"
"493","239","37","3","1400.57"
"494","240","70","3","1459.21"
"495","240","187","1","899.51"
"496","240","102","3","1200.02"
"497","241","6","1","259.49"
"498","241","129","4","713.61"
"499","241","151","5","190.16"
"500","242","191","5","268.57"
"501","242","73","1","1545.59"
"502","242","148","2","914.2"
"503","243","119","3","980.01"
"504","243","137","2","1827.38"
"505","244","108","5","542.58"
"506","244","25","1","413.45"
"507","245","167","5","1816.91"
"508","246","109","1","368.54"
"509","247","168","5","362.06"
"510","247","79","4","1608.82"
"511","248","184","5","462.34"
"512","248","59","1","1354.4"
"513","249","39","5","1330.3"
"514","250","110","1","373.97"
"515","250","139","4","954.54"
"516","251","74","5","919.37"
"517","251","32","1","1723.54"
"518","252","81","5","1595.43"
"519","252","176","4","1495.54"
"520","252","109","2","1401.99"
"521","253","54","5","1615.62"
"522","254","24","5","1828.59"
"523","255","169","3","1354"
"524","255","131","3","729.22"
"525","256","10","3","389.37"
"526","257","40","4","1443.21"
"527","257","104","2","826.2"
"528","257","79","4","1519.26"
"529","258","125","3","869.47"
"530","259","162","2","1659.2"
"531","260","29","2","1609.14"
"532","260","70","1","403.11"
"533","261","35","3","856.23"
"534","261","2","2","571.6"
"535","262","186","3","123.15"
"536","262","12","1","164.3"
"537","262","125","4","829.6"
"538","263","53","5","971.85"
"539","263","187","1","1930.37"
"540","264","17","5","1417.8"
"541","265","65","5","106.54"
"542","265","156","3","1724.71"
"543","266","75","5","1757.29"
"544","267","14","4","293.76"
"545","268","10","3","1119.49"
"546","268","40","4","497.38"
"547","268","65","2","1403.41"
"548","269","135","1","994.62"
"549","269","122","5","1403.6"
"550","269","151","1","691.04"
"551","270","45","1","922.07"
"552","270","73","3","1599.98"
"553","271","93","5","1866.37"
"554","271","153","2","1765.73"
"555","271","150","5","1557.53"
"556","272","186","2","148.55"
"557","272","65","4","430.26"
"558","272","66","1","972.38"
"559","273","94","1","857.55"
"560","274","132","4","1286.28"
"561","274","127","3","1008.42"
"562","274","78","1","1529.21"
"563","275","139","3","339.97"
"564","275","37","1","831.33"
"565","276","154","4","979.15"
"566","276","97","4","506.62"
"567","276","17","2","222.56"
"568","277","94","2","294.61"
"569","278","21","2","710.39"
"570","279","100","3","1722.22"
"571","280","193","5","509.7"
"572","280","6","3","1668.12"
"573","281","42","1","1817.46"
"574","282","58","3","1501.38"
"575","282","189","4","1373.97"
"576","282","100","4","383.03"
"577","283","181","3","1741.43"
"578","284","175","5","1972.64"
"579","285","122","3","1076.24"
"580","285","144","2","667.26"
"581","285","113","5","241.67"
"582","286","40","4","545.25"
"583","286","24","2","860.8"
"584","286","188","3","1896.17"
"585","287","122","2","1750.41"
"586","287","29","3","1674.87"
"587","287","131","1","653.9"
"588","288","17","1","1674.18"
"589","288","120","4","1478.19"
"590","289","59","3","580.59"
"591","290","70","5","743.05"
"592","290","42","1","666.94"
"593","291","142","5","1180.21"
"594","292","143","3","1273.03"
"595","292","98","2","184.6"
"596","292","1","1","897.44"
"597","293","78","2","823.93"
"598","294","199","5","439.92"
"599","294","87","5","540.39"
"600","295","37","1","1500.18"
"601","296","17","5","1658.23"
"602","297","137","5","1847.33"
"603","298","38","3","1830.29"
"604","298","110","4","310.48"
"605","299","84","5","1969.85"
"606","299","179","1","1515.43"
"607","300","173","3","1158.29"
"608","301","156","2","1481.59"
"609","301","8","4","483.82"
"610","301","98","2","1059.6"
"611","302","162","1","469.56"
"612","302","116","4","476.54"
"613","302","79","3","1806.04"
"614","303","60","3","1228.01"
"615","303","83","3","1780.04"
"616","304","194","4","1647.35"
"617","305","153","2","169.71"
"618","305","154","3","806.99"
"619","305","26","1","429.02"
"620","306","93","1","1797.07"
"621","307","24","3","1334.93"
"622","307","27","3","1648.75"
"623","307","114","4","932.35"
"624","308","140","5","967.79"
"625","308","180","5","1440.61"
"626","308","135","5","144.36"
"627","309","107","2","36.91"
"628","310","129","2","1644.62"
"629","311","3","1","178.95"
"630","312","137","2","1179.28"
"631","312","117","2","621.67"
"632","312","85","5","1021.44"
"633","313","173","3","854.49"
"634","314","17","4","1264.92"
"635","314","78","2","1083.03"
"636","315","34","2","970.3"
"637","315","37","5","1954.99"
"638","316","30","5","1184.31"
"639","316","31","2","1717.6"
"640","316","122","4","601.3"
"641","317","41","5","938.02"
"642","317","102","1","1035.29"
"643","318","16","3","1621.42"
"644","319","70","4","773.53"
"645","320","182","3","368.6"
"646","321","22","1","1031.62"
"647","321","155","3","97.9"
"648","321","168","3","1099.5"
"649","322","26","3","1067.95"
"650","322","119","4","1091.24"
"651","322","124","4","1077.42"
"652","323","102","1","114.58"
"653","324","93","3","1677.81"
"654","325","13","1","696.43"
"655","326","72","5","1618.74"
"656","327","89","2","239.67"
"657","328","160","5","766.39"
"658","328","33","5","1189.85"
"659","328","148","3","34.58"
"660","329","183","1","1914.3"
"661","330","128","1","1174.68"
"662","331","53","5","914.38"
"663","331","75","2","473.72"
"664","332","10","1","1084.56"
"665","332","41","4","1737.03"
"666","333","4","1","1188.19"
"667","333","2","2","1279.17"
"668","334","32","2","1043.56"
"669","334","35","5","1788.84"
"670","334","112","1","735.76"
"671","335","18","3","1570.74"
"672","335","71","4","637.7"
"673","335","108","2","1257.49"
"674","336","15","2","584"
"675","337","97","4","1004.32"
"676","337","153","4","471.31"
"677","337","148","3","944.22"
"678","338","59","2","371.09"
"679","338","184","4","1768.8"
"680","339","142","2","1033.07"
"681","339","194","2","1896.05"
"682","339","121","5","46.54"
"683","340","92","1","150.55"
"684","340","165","4","842.4"
"685","341","180","5","432.51"
"686","341","6","4","1955.87"
"687","342","2","3","667.19"
"688","342","104","1","300.05"
"689","343","102","1","482.69"
"690","344","55","3","1735.95"
"691","344","20","2","255.42"
"692","344","106","2","1153.44"
"693","345","198","1","1178.13"
"694","345","2","5","894.38"
"695","346","153","2","1578.31"
"696","346","155","2","471.19"
"697","346","10","4","105.57"
"698","347","25","2","1578.17"
"699","348","126","3","1226.32"
"700","348","159","3","1036.89"
"701","349","176","4","363.49"
"702","350","111","4","342.62"
"703","350","123","4","1883.53"
"704","350","112","2","1059.53"
"705","351","83","4","1089"
"706","351","182","2","1946.84"
"707","351","186","5","990.88"
"708","352","58","4","1524.47"
"709","352","171","5","636.19"
"710","352","21","1","603.03"
"711","353","91","1","1271.3"
"712","353","93","1","1481.52"
"713","353","133","3","1236.16"
"714","354","114","2","824.73"
"715","355","197","2","1029.18"
"716","356","200","4","67.2"
"717","356","130","1","490.79"
"718","356","108","1","306.47"
"719","357","46","2","1149.62"
"720","357","198","1","1916.56"
"721","357","100","3","917.51"
"722","358","9","2","315.53"
"723","359","50","1","413.28"
"724","359","180","2","896.87"
"725","360","2","2","1341.16"
"726","360","20","3","284.46"
"727","360","79","3","82.12"
"728","361","13","1","1403.43"
"729","362","75","4","1116.45"
"730","362","80","1","1320.99"
"731","363","156","2","222.63"
"732","363","189","2","1041.14"
"733","363","178","4","1604.72"
"734","364","81","5","1625.69"
"735","365","53","2","914.92"
"736","365","69","1","1805.59"
"737","365","70","5","908.6"
"738","366","137","1","435.15"
"739","366","50","5","1134.32"
"740","366","4","5","969.32"
"741","367","50","2","1915.59"
"742","367","153","1","608.23"
"743","368","148","2","1977.37"
"744","368","141","2","940.98"
"745","368","61","3","1100.04"
"746","369","42","3","762.98"
"747","370","171","3","491.67"
"748","371","120","4","1512.12"
"749","372","129","4","1095.6"
"750","373","55","1","755.95"
"751","373","97","5","760.25"
"752","374","108","1","1718.72"
"753","374","88","1","1593.24"
"754","374","96","5","1286.12"
"755","375","106","5","1559.63"
"756","376","143","1","902.58"
"757","376","4","4","1502.22"
"758","376","189","2","1636.4"
"759","377","95","1","1414.78"
"760","378","196","4","1207.25"
"761","378","186","4","1668.92"
"762","379","112","1","139.3"
"763","380","39","5","710.81"
"764","381","130","1","1110.54"
"765","381","150","5","1428.94"
"766","381","74","2","1369.05"
"767","382","111","4","1562.9"
"768","382","147","3","378.23"
"769","383","136","4","751.97"
"770","383","195","5","1841.42"
"771","383","166","5","352.35"
"772","384","77","1","1417.72"
"773","385","196","1","921.12"
"774","386","193","1","170.55"
"775","386","71","5","20.38"
"776","387","23","2","1794.61"
"777","387","182","5","1155.54"
"778","387","152","5","326"
"779","388","78","1","1230.25"
"780","388","96","4","1052.36"
"781","388","97","4","731.66"
"782","389","98","2","1416.18"
"783","389","94","5","1093.92"
"784","390","163","2","842.62"
"785","390","181","1","1637.59"
"786","391","15","2","723.91"
"787","392","163","4","1651.15"
"788","392","78","3","1133.72"
"789","393","38","1","642.78"
"790","393","97","3","1348.65"
"791","393","136","3","338.89"
"792","394","29","4","1105.52"
"793","394","85","3","683.77"
"794","394","106","1","1496.16"
"795","395","113","1","779.75"
"796","395","154","1","1983.17"
"797","396","59","3","632.82"
"798","397","1","5","1759.5"
"799","397","144","3","1078.82"
"800","398","76","4","1432.13"
"801","398","9","2","1027.16"
"802","399","123","3","674.32"
"803","399","26","5","154.3"
"804","399","24","5","1595.38"
"805","400","180","5","1909.78"
"806","400","151","5","1982.5"
"807","401","83","3","184.7"
"808","401","192","3","300.52"
"809","402","146","5","40.39"
"810","402","54","5","526.04"
"811","402","10","5","264.01"
"812","403","23","2","1001.42"
"813","403","165","3","1991.1"
"814","404","50","2","1768.26"
"815","405","26","3","179.49"
"816","406","156","3","75.91"
"817","406","40","4","1026.72"
"818","407","13","4","323.85"
"819","407","56","2","1189.28"
"820","408","80","4","1536.76"
"821","409","118","2","1258.99"
"822","410","129","4","176"
"823","410","189","5","1093.36"
"824","410","150","1","395.75"
"825","411","58","1","951.1"
"826","412","165","2","1346.64"
"827","412","26","4","1283.76"
"828","413","119","1","1468.49"
"829","413","186","3","35.99"
"830","414","21","5","941.62"
"831","415","67","2","1801.76"
"832","415","129","1","1043.56"
"833","416","187","3","953.31"
"834","416","30","4","90.78"
"835","417","191","1","421.14"
"836","417","40","4","147.46"
"837","417","128","4","839.67"
"838","418","118","3","847.05"
"839","418","157","4","866.7"
"840","419","189","5","1786.42"
"841","419","100","4","1983.36"
"842","419","39","1","903.57"
"843","420","9","2","489.92"
"844","421","62","3","890.33"
"845","421","57","3","940.72"
"846","422","78","1","1258.87"
"847","423","135","5","1428.21"
"848","423","106","4","123.52"
"849","424","183","2","533.91"
"850","424","18","1","479.27"
"851","425","177","3","1173.7"
"852","426","135","5","1105.23"
"853","426","186","5","23.25"
"854","426","38","2","813.09"
"855","427","153","2","52.88"
"856","428","101","1","490.29"
"857","428","31","2","1830.66"
"858","429","85","4","1622.31"
"859","429","73","3","676.29"
"860","430","61","1","215.01"
"861","430","8","1","1055.04"
"862","430","76","3","87.07"
"863","431","60","5","317.12"
"864","432","177","2","1663.68"
"865","433","27","3","642.42"
"866","434","56","4","457.51"
"867","434","112","5","998.09"
"868","434","182","5","142.57"
"869","435","199","1","369.17"
"870","435","22","5","1738.9"
"871","435","153","3","189.87"
"872","436","108","3","947.01"
"873","436","166","5","405.18"
"874","437","11","5","797.52"
"875","438","131","4","1644.73"
"876","438","149","3","769.75"
"877","439","14","3","1295.91"
"878","440","5","1","1547.84"
"879","440","116","3","946.49"
"880","441","129","5","768.46"
"881","442","18","2","1049.15"
"882","442","72","1","1340.21"
"883","442","167","2","1045.54"
"884","443","50","1","884.71"
"885","443","163","5","274.38"
"886","443","52","5","169.53"
"887","444","84","3","213.85"
"888","444","10","2","486.89"
"889","444","120","5","1832.78"
"890","445","155","5","92.5"
"891","445","59","1","477.65"
"892","445","185","2","1163.49"
"893","446","77","4","1844"
"894","446","57","2","298.47"
"895","446","181","3","813.35"
"896","447","1","3","508.1"
"897","448","63","5","136.8"
"898","448","105","4","133.73"
"899","449","12","4","1427.48"
"900","449","88","5","98.97"
"901","449","7","1","1780.09"
"902","450","1","5","336.12"
"903","450","160","2","733.86"
"904","451","86","4","182.92"
"905","451","177","5","1150.78"
"906","451","187","3","1510.63"
"907","452","75","3","625.24"
"908","452","196","4","1656.81"
"909","452","141","5","1580.07"
"910","453","9","4","1664.22"
"911","453","30","2","1913.96"
"912","454","119","4","1823.36"
"913","455","29","3","1136.77"
"914","456","157","5","1636.46"
"915","456","94","3","659.29"
"916","457","181","3","1117.4"
"917","457","165","4","1506.08"
"918","457","40","1","1401.22"
"919","458","22","5","1079.88"
"920","458","168","4","1661.98"
"921","458","46","4","101.35"
"922","459","30","1","1094.34"
"923","460","195","1","1227.73"
"924","461","155","3","609.2"
"925","461","36","5","796.92"
"926","462","79","3","836.25"
"927","463","142","2","1682.36"
"928","464","104","1","1656.88"
"929","464","30","4","1020.6"
"930","465","172","5","24.77"
"931","465","25","1","1820.27"
"932","465","168","3","1471.69"
"933","466","154","1","788.47"
"934","466","87","5","1891.61"
"935","467","73","4","805.99"
"936","467","112","2","1136.36"
"937","467","75","2","1431.85"
"938","468","196","1","1290.45"
"939","468","24","3","1049.98"
"940","469","199","4","913.14"
"941","469","33","3","1159.29"
"942","470","2","3","32.42"
"943","470","31","4","1142.88"
"944","471","170","1","1851.78"
"945","471","94","4","790.71"
"946","472","116","1","1547.63"
"947","473","198","1","188.45"
"948","473","26","4","1137.13"
"949","473","2","2","1719.21"
"950","474","171","3","1741.47"
"951","474","103","4","1257.48"
"952","475","52","4","262.65"
"953","475","186","5","1714.61"
"954","475","78","2","899.47"
"955","476","57","2","1310.11"
"956","476","19","2","811.67"
"957","476","80","2","1438.24"
"958","477","108","5","834.62"
"959","478","54","3","234.81"
"960","478","101","3","1436.62"
"961","479","18","3","1356.93"
"962","480","88","3","1346.68"
"963","481","161","5","419.09"
"964","481","6","5","1958.21"
