"order_id","customer_id","order_date","total_amount"
"501","1732","2024-06-12","439.19"
"502","3946","2024-05-24","1559.58"
"503","2989","2023-10-16","2700.11"
"504","2148","2023-09-21","269.57"
"505","2992","2024-08-25","2808.22"
"506","3892","2025-06-09","1447.13"
"507","4794","2024-08-01","2500.87"
"508","2010","2023-10-10","686.91"
"509","4177","2025-05-21","1630.16"
"510","346","2026-04-03","738.77"
"511","4464","2024-03-10","77.81"
"512","1839","2024-10-12","2115.57"
"513","4650","2024-12-31","260.56"
"514","769","2025-01-07","900.67"
"515","2121","2026-03-11","306.22"
"517","4306","2023-04-29","2737.2"
"518","2193","2026-03-13","1861.42"
"520","3908","2024-06-15","2322.56"
"521","4163","2023-07-16","507.84"
"522","1656","2025-04-04","1138.28"
"523","2110","2024-06-21","396.78"
"524","4946","2024-06-04","1147.56"
"526","4275","2024-09-01","2930.33"
"527","780","2024-10-19","589.36"
"528","655","2023-07-18","788.14"
"529","4001","2024-03-21","2387.28"
"530","599","2023-09-12","1025.5"
"531","2704","2025-03-02","2341.8"
"532","2040","2023-09-06","2680.87"
"533","1998","2025-02-24","1984.11"
"534","3175","2024-12-06","1118.79"
"535","4911","2024-11-13","443.64"
"536","3053","2026-01-09","1294.8"
"537","82","2024-10-20","2205.66"
"538","4598","2024-04-13","2622.49"
"539","3085","2024-08-22","1265.2"
"540","4899","2023-07-30","1942.03"
"541","1947","2023-05-21","1912.73"
"542","3426","2024-06-22","1425.75"
"543","4202","2024-08-21","1061.84"
"544","947","2025-10-05","2179.96"
"546","4004","2025-01-26","2064.88"
"547","2078","2025-07-13","141.67"
"549","4063","2024-05-29","552.52"
"550","4220","2024-06-24","1557.91"
"551","4784","2024-09-29","1537.94"
"552","2097","2026-02-17","1369.25"
"554","1460","2025-07-21","512.04"
"555","3076","2024-02-28","751.02"
"556","4492","2024-08-12","2851.63"
"557","1673","2023-07-07","1692.41"
"558","1532","2026-02-12","2825.09"
"559","424","2023-11-20","1916.48"
"560","906","2023-09-01","1379.75"
"561","1865","2025-07-29","1778.93"
"562","1528","2025-05-03","1527.26"
"563","4183","2024-03-05","1131.63"
"564","2236","2024-04-19","373.02"
"565","1623","2025-07-02","1716.34"
"566","2232","2025-03-22","1250.63"
"567","1707","2023-12-14","1954.26"
"568","3999","2024-11-10","1636.24"
"570","311","2024-06-20","891.65"
"571","1222","2024-10-25","126.21"
"572","3991","2023-09-03","2953.45"
"573","297","2025-01-21","2282.4"
"574","1653","2025-02-01","1362.61"
"575","1568","2026-02-10","862.53"
"576","141","2025-02-09","2622.17"
"577","720","2024-08-19","2741.15"
"578","798","2023-06-17","1652.46"
"579","806","2023-05-25","2181.77"
"580","4746","2023-08-12","2134.19"
"581","3841","2023-12-30","1295.63"
"582","423","2023-04-28","2592.09"
"583","1364","2024-03-24","2438.29"
"584","1","2023-07-11","1349.92"
"585","1783","2025-01-23","75.77"
"586","124","2025-04-17","958.41"
"587","237","2025-03-20","2183.1"
"588","4598","2026-03-29","1598.81"
"589","3798","2025-07-15","1671.28"
"590","4778","2025-01-09","1359.56"
"591","4331","2026-03-22","909.08"
"592","3364","2026-03-16","1574.76"
"593","4289","2025-08-04","1160.31"
"594","123","2023-05-12","1995.84"
"595","2216","2023-04-05","678.45"
"596","1187","2025-07-07","1379.67"
"598","3073","2024-04-21","2087.21"
"599","2638","2025-08-14","1776.73"
"600","3581","2023-07-02","1887.76"
"602","3145","2024-07-03","962.22"
"603","915","2023-11-15","609.61"
"604","1523","2026-04-02","849.73"
"605","2064","2024-11-01","2069.19"
"606","1609","2025-04-18","2320.92"
"607","305","2023-09-21","1394.88"
"608","4163","2025-08-02","2568.72"
"609","2657","2023-10-31","1924.66"
"610","1309","2025-02-28","2455.7"
"611","2792","2025-12-29","2635.76"
"613","1393","2025-11-24","2047.92"
"615","952","2025-09-04","528.96"
"616","1794","2024-03-06","897.05"
"617","1975","2024-03-10","724.81"
"618","2960","2025-11-21","1094.63"
"619","3209","2023-12-19","675.51"
"620","439","2023-08-21","2373.14"
"621","4113","2025-09-24","2002.98"
"623","2690","2025-07-29","432.72"
"624","4499","2024-07-28","750.01"
"626","2166","2025-07-14","1544.96"
"627","3660","2023-09-18","1595.09"
"628","2017","2024-03-08","1923.31"
"629","3645","2025-09-24","1414.12"
"630","3535","2023-11-01","2823.1"
"631","3474","2024-03-11","1801.94"
"632","1054","2024-06-24","809.37"
"633","343","2023-12-22","1762.55"
"634","4905","2025-12-22","2300.31"
"635","3695","2024-12-20","261.15"
"636","4701","2023-11-04","2108.87"
"637","2922","2025-02-20","1980.41"
"638","4012","2023-10-10","951.01"
"640","1973","2024-04-27","1608.66"
"641","2094","2025-08-04","501.55"
"642","3452","2024-01-27","917.99"
"643","1145","2024-05-19","335.3"
"644","2078","2024-02-15","1218.34"
"645","4683","2024-08-21","1547.48"
"646","1583","2024-07-27","870.29"
"647","1130","2024-04-21","1319.35"
"648","692","2025-10-19","1897.48"
"649","330","2025-07-19","2047.37"
"650","2947","2025-09-26","1878.08"
"651","445","2023-05-10","1288.37"
"652","4337","2024-01-04","1234.84"
"653","1204","2025-11-20","2730.74"
"655","3465","2023-06-13","1520.65"
"657","2163","2024-04-07","739.98"
"658","1311","2023-12-27","1570.86"
"659","2461","2026-03-11","595.08"
"660","3425","2025-02-03","1266.54"
"661","4237","2025-11-13","837.25"
"662","1381","2023-10-06","1129.62"
"663","2103","2026-03-15","186.13"
"664","4431","2023-05-24","478.7"
"665","3363","2024-09-10","694.82"
"666","3232","2025-08-16","1022.43"
"668","1487","2023-08-08","1704.32"
"669","1781","2024-01-13","1968.74"
"672","4069","2024-08-13","1740.03"
"674","853","2024-01-21","2983.65"
"675","1853","2023-09-20","704.74"
"676","3086","2024-02-28","1945.26"
"677","2230","2024-10-19","291.39"
"679","1913","2024-02-20","1089.34"
"680","379","2025-04-18","676.81"
"681","1817","2023-09-29","2172.71"
"682","4849","2024-01-31","2016.38"
"683","3868","2025-05-10","1567.01"
"684","4733","2024-12-26","2778.49"
"685","3396","2024-11-08","2909.93"
"686","1781","2024-09-29","1280"
"687","3148","2025-06-07","2541.21"
"688","2302","2024-03-06","2991.06"
"690","4221","2025-10-25","2962.63"
"692","605","2024-03-04","1576.09"
"693","4109","2026-03-05","1815.51"
"694","4473","2023-07-20","2227.86"
"695","2992","2025-08-22","2737.66"
"696","3129","2023-06-22","2691.32"
"697","4981","2024-02-04","992.04"
"698","2849","2025-10-07","1205.62"
"699","1371","2023-06-11","1441.78"
"700","2841","2023-07-28","495.96"
"702","3339","2024-12-28","1397.31"
"704","2403","2023-04-10","2959.35"
"705","4411","2024-04-07","2679.45"
"706","4389","2024-06-28","1814.61"
"707","1280","2023-09-17","2445.88"
"708","4992","2025-09-02","1437.24"
"709","2553","2023-05-30","2163.12"
"710","337","2023-05-01","2583.8"
"711","4968","2025-01-22","840.59"
"713","1622","2025-08-11","788.51"
"714","1100","2025-10-19","1520.53"
"715","4939","2025-09-17","1853.14"
"717","217","2025-09-13","1358.32"
"719","3747","2025-01-27","1487.77"
"720","2167","2025-09-02","758.31"
"721","4595","2024-01-03","2032.12"
"722","1838","2025-10-19","2125.55"
"723","3521","2025-05-01","1943.3"
"724","4862","2024-09-13","1583.68"
"726","4512","2024-03-01","2734.97"
"727","4667","2024-01-24","2943.11"
"728","2549","2025-03-16","747.51"
"729","996","2026-03-30","594.74"
"730","4188","2024-01-13","2762.1"
"731","3657","2026-01-04","895.52"
"732","766","2023-05-17","1254.59"
"733","4550","2025-12-23","937.45"
"734","3149","2023-05-06","376.36"
"735","4759","2024-07-24","1998.35"
"736","4087","2025-06-16","1906.47"
"738","4992","2023-07-27","982.37"
"739","4282","2025-05-14","1070"
"740","2125","2024-08-01","621.51"
"741","4965","2026-01-20","764.12"
"742","13","2025-03-12","474.7"
"743","799","2025-09-19","535.39"
"744","4324","2023-08-03","2347.92"
"745","1690","2026-02-24","1528.08"
"747","1004","2025-01-10","979.8"
"748","4955","2025-09-30","368.71"
"749","2014","2024-07-24","766.67"
"750","995","2025-03-27","1096.84"
"751","936","2023-08-16","1734.84"
"752","2690","2024-09-01","1075.89"
"753","4449","2024-03-07","1093.49"
"754","1672","2024-03-30","1697.97"
"755","4630","2023-06-13","1683.64"
"756","4447","2023-10-27","255.66"
"757","3363","2023-07-04","1697.29"
"758","4633","2024-04-05","1908.74"
"760","242","2023-06-10","994.92"
"761","1995","2024-10-05","2662.71"
"763","1131","2024-04-30","1271.88"
"764","3783","2024-03-20","410.21"
"765","3590","2024-09-29","675.09"
"766","490","2025-01-14","2642.25"
"767","3939","2024-03-18","1624.95"
"768","1071","2024-05-06","2717.95"
"769","4866","2025-10-10","1613.08"
"771","4751","2024-01-24","2008.55"
"772","3263","2025-10-02","148.43"
"773","731","2023-08-20","1164.68"
"774","405","2026-03-23","1972.19"
"775","632","2025-06-12","1418.57"
"776","2582","2025-07-18","2938.94"
"777","11","2025-01-31","1616.77"
"778","2569","2024-10-08","2638.84"
"779","2320","2025-06-03","1967.31"
"780","4798","2025-05-02","1467.37"
"781","3397","2024-12-13","327.32"
"782","1663","2025-05-10","1012.59"
"783","1636","2025-10-03","2060.23"
"784","1042","2026-02-02","2522.77"
"785","3302","2025-10-26","2363.59"
"786","3877","2024-12-16","2732.51"
"787","211","2025-07-10","2670.46"
"790","2616","2025-07-21","2517.39"
"791","4878","2023-11-25","1935.37"
"792","1816","2024-01-06","2873.21"
"793","606","2024-12-29","2522.19"
"794","2549","2024-05-07","2200.8"
"795","4147","2023-10-26","2834.19"
"796","3394","2025-10-17","584.97"
"798","4364","2023-11-12","2405.53"
"799","380","2025-04-19","1767.69"
"800","3602","2025-11-09","2935.27"
"801","3302","2024-10-31","2472.63"
"802","41","2023-07-30","2031.35"
"804","1976","2025-06-20","622.74"
"805","3611","2024-07-20","532.2"
"806","2895","2025-08-09","1792.98"
"807","1445","2025-05-04","1262.6"
"808","1454","2025-12-30","2491.07"
"809","1951","2024-05-01","1178.25"
"810","1619","2024-11-24","1178.83"
"811","2423","2024-05-04","283.39"
"812","3320","2024-03-22","2473.87"
"813","1571","2025-03-17","688.78"
"814","2265","2024-02-02","895.09"
"815","2080","2023-07-09","2516.41"
"816","96","2025-06-14","1173.06"
"817","317","2023-04-22","1074.39"
"818","3364","2025-11-14","1441.19"
"819","1713","2024-11-03","1482.54"
"820","2195","2024-03-08","2812.8"
"821","2497","2026-01-03","531.78"
"822","1594","2025-03-24","2732.96"
"823","543","2024-03-08","1482.54"
"824","3583","2024-08-03","1557.68"
"825","1270","2024-11-23","406.35"
"826","1404","2023-04-08","2443.94"
"827","861","2024-04-23","739.27"
"828","4600","2023-11-28","2512.08"
"831","4691","2024-03-13","1143.81"
"832","381","2023-12-25","1134.45"
"833","701","2023-06-10","743.32"
"834","4060","2023-06-25","138.95"
"835","1287","2023-07-30","653.37"
"836","1079","2025-03-22","118.31"
"838","998","2024-08-15","256.23"
"839","2212","2024-12-23","431.03"
"842","4996","2023-09-29","2584.35"
"846","3701","2025-08-08","1817.84"
"847","2720","2025-04-25","1306.6"
"848","1882","2024-08-21","186.46"
"849","548","2024-01-20","2815.52"
"850","3742","2024-01-11","1550.05"
"851","2617","2024-07-16","2732.81"
"853","3610","2025-07-16","2545.61"
"855","3996","2024-06-01","419.02"
"856","2169","2025-09-22","2423.05"
"857","918","2025-08-23","2853.53"
"858","644","2025-12-13","1924.46"
"859","159","2026-03-09","201.37"
"860","1310","2024-10-19","1930.16"
"862","3569","2026-03-10","2631.27"
"863","3575","2025-05-18","1171.35"
"864","4372","2025-08-28","56.55"
"865","3043","2024-04-16","1431.71"
"867","4589","2025-02-10","2417.86"
"868","3093","2025-10-20","2947.84"
"869","3004","2025-06-29","2893.53"
"871","2430","2024-03-31","2059.12"
"872","2482","2024-09-08","346.49"
"873","781","2023-07-25","2414.99"
"875","120","2023-08-18","182.59"
"876","1102","2024-03-06","1726.62"
"877","4327","2025-01-08","1337.17"
"878","2386","2025-03-03","2317.95"
"879","996","2025-02-26","2279.16"
"880","924","2024-11-13","547.57"
"881","1421","2024-09-19","2155.85"
"882","4940","2023-10-10","1909.69"
"883","541","2024-02-23","1545.02"
"884","2111","2025-12-17","534.05"
"885","590","2024-04-01","687.7"
"886","186","2023-07-16","2002.64"
"887","321","2025-10-26","237.42"
"888","2339","2024-11-18","687.77"
"890","3239","2023-08-16","633.68"
"891","121","2024-09-04","194.8"
"892","1009","2025-04-18","1493.15"
"893","4242","2024-09-15","1406.46"
"894","3784","2023-10-01","710.07"
"896","3277","2023-10-25","1217.49"
"897","621","2025-11-21","2084.65"
"898","4123","2025-10-28","2218.85"
"899","3090","2024-09-12","1911.1"
"901","264","2025-08-09","1914.58"
"905","104","2025-01-12","2716.94"
"906","4512","2024-01-12","2276.89"
